id,installation_id,visit_class_id,time,range,visit_count,average_length,visit_diff,length_diff
1094923,294,923,2021-09-03 05:00:00+00:00,hour,25,0 days 00:03:11.339648,0,0 days 00:00:00
1003838,294,923,2021-08-09 13:00:00+00:00,hour,70,0 days 00:02:40.530865,0,0 days 00:00:00
1081806,294,923,2021-08-30 01:00:00+00:00,hour,5,0 days 00:02:13.214286,0,0 days 00:00:00
1165593,294,923,2021-09-24 01:00:00+00:00,hour,15,0 days 00:19:30.297619,0,0 days 00:00:00
1173470,294,923,2021-09-26 07:00:00+00:00,hour,25,0 days 00:01:26.523809,0,0 days 00:00:00
1173471,294,923,2021-09-26 13:00:00+00:00,hour,105,0 days 00:02:36.305062,0,0 days 00:00:00
1173472,294,923,2021-09-26 19:00:00+00:00,hour,40,0 days 00:01:07.294501,0,0 days 00:00:00
1197465,294,923,2021-10-02 11:00:00+00:00,hour,10,0 days 00:02:56.965590,0,0 days 00:00:00
1169436,294,923,2021-09-24 23:00:00+00:00,hour,30,0 days 00:01:36.354592,0,0 days 00:00:00
1229818,294,923,2021-10-11 05:00:00+00:00,hour,50,0 days 00:06:35.872294,0,0 days 00:00:00
